timestamp,center_latitude,center_longitude
2024-11-06T15:21:25.641761,37.774896749999996,-122.41914
2024-11-06T15:21:27.645392,37.774865000000005,-122.4189375
2024-11-06T15:21:29.650634,37.77483575,-122.41878775
2024-11-06T15:21:31.659646,37.77471475,-122.41871900000001
2024-11-06T15:21:33.664046,37.77467,-122.41868724999999
2024-11-06T15:21:35.669078,37.7746505,-122.4186295
2024-11-06T15:21:37.674874,37.77461125,-122.41873675
2024-11-06T15:21:39.679777,37.77468975,-122.4187335
2024-11-06T15:21:41.684569,37.7747085,-122.41879875000001
2024-11-06T15:21:43.690377,37.77459075,-122.41877924999999
2024-11-06T15:21:45.717047,37.774527,-122.41879499999999
2024-11-06T15:21:47.723020,37.7743095,-122.41886025
2024-11-06T15:21:49.727094,37.774415499999996,-122.4189085
2024-11-06T15:21:51.733746,37.774460250000004,-122.41886725
2024-11-06T15:21:53.739358,37.77453875,-122.41891600000001
2024-11-06T15:21:55.745146,37.774426000000005,-122.41896600000001
2024-11-06T15:21:57.750337,37.77440425,-122.41891050000001
2024-11-06T15:21:59.757432,37.774407,-122.41880749999999
2024-11-06T15:22:01.762379,37.774446250000004,-122.418982
2024-11-06T15:22:03.765495,37.77442275,-122.41906975
2024-11-06T15:22:05.771223,37.774396,-122.4190845
2024-11-06T15:22:07.776273,37.774553499999996,-122.4192195
2024-11-06T15:22:09.782143,37.774567250000004,-122.41919575
2024-11-06T15:22:11.786933,37.7745265,-122.41904325
2024-11-06T15:22:13.790922,37.77455725,-122.418955
2024-11-06T15:22:15.826202,37.774629250000004,-122.41893250000001
2024-11-06T15:22:17.834711,37.774752750000005,-122.41885574999999
2024-11-06T15:22:19.840885,37.77474825,-122.4187205
2024-11-06T15:22:21.847683,37.774629250000004,-122.41863175
2024-11-06T15:22:23.852321,37.77460525,-122.41868825
2024-11-06T15:22:25.858234,37.77470725,-122.41883575
2024-11-06T15:22:27.867268,37.77481625,-122.4188935
2024-11-06T15:22:29.874292,37.7748715,-122.4188115
2024-11-06T15:22:31.882671,37.7748625,-122.41878175000001
2024-11-06T15:22:33.888169,37.774822,-122.41879775000001
2024-11-06T15:22:35.893400,37.774570000000004,-122.4187245
2024-11-06T15:22:37.898074,37.774541,-122.41868375
2024-11-06T15:22:39.903097,37.774491499999996,-122.41871474999999
2024-11-06T15:22:41.915629,37.77450975,-122.418651
2024-11-06T15:22:43.926565,37.7745695,-122.4186375
2024-11-06T15:22:45.965929,37.774662,-122.41854024999999
2024-11-06T15:22:47.976623,37.774778999999995,-122.41843775000001
2024-11-06T15:22:49.981856,37.774801749999995,-122.41842575000001
2024-11-06T15:22:51.987074,37.774787,-122.4184685
2024-11-06T15:22:53.998792,37.77480825000001,-122.41849575
2024-11-06T15:22:56.004423,37.77481675,-122.418501
2024-11-06T15:22:58.009729,37.774817750000004,-122.4184535
2024-11-06T15:23:00.018728,37.7748285,-122.41853624999999
2024-11-06T15:23:02.027667,37.7747345,-122.41871525
2024-11-06T15:23:04.039624,37.774550999999995,-122.41867549999999
2024-11-06T15:23:06.045944,37.774519749999996,-122.41855975000001
2024-11-06T15:23:08.051797,37.774523,-122.41863375000001
2024-11-06T15:23:10.056145,37.7743915,-122.418599
2024-11-06T15:23:12.062260,37.774333,-122.41864425
2024-11-06T15:23:14.068705,37.774367,-122.41856974999999
2024-11-06T15:23:16.085010,37.7743165,-122.4185075
2024-11-06T15:23:18.091672,37.7742885,-122.41864000000001
2024-11-06T15:23:20.096446,37.774275,-122.4186585
2024-11-06T15:23:22.106034,37.77412124999999,-122.41879625
2024-11-06T15:23:24.111100,37.773901249999994,-122.41876025
2024-11-06T15:23:26.116370,37.77395425,-122.41865675000001
2024-11-06T15:23:28.121774,37.77400575,-122.41878025
2024-11-06T15:23:30.126447,37.7741655,-122.41883325
2024-11-06T15:23:32.214134,37.7742534,-122.41872140000001
2024-11-06T15:23:34.218958,37.774144750000005,-122.41872375
2024-11-06T15:23:36.222896,37.77395425,-122.418665
2024-11-06T15:23:38.228184,37.7739565,-122.418597
2024-11-06T15:23:40.239691,37.77389975,-122.41865250000001
2024-11-06T15:23:42.251594,37.773793,-122.41862475
2024-11-06T15:23:44.255411,37.773890249999994,-122.4185315
